2024-03-29 00:17:52,344 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Current SDK version is 0.16.5
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Configure stats pid to 176762
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Loading settings from /home/m4xig1/.config/wandb/settings
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Loading settings from /home/m4xig1/speaker_extraction_SpEx/wandb/settings
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Loading settings from environment variables: {}
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Inferring run settings from compute environment: {'program_relpath': 'test.py', 'program_abspath': '/home/m4xig1/speaker_extraction_SpEx/test.py', 'program': '/home/m4xig1/speaker_extraction_SpEx/test.py'}
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_setup.py:_flush():76] Applying login settings: {}
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:_log_setup():527] Logging user logs to /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_001752-fjir1566/logs/debug.log
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:_log_setup():528] Logging internal logs to /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_001752-fjir1566/logs/debug-internal.log
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:init():567] calling init triggers
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:init():574] wandb.init called with sweep_config: {}
config: {}
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:init():617] starting backend
2024-03-29 00:17:52,345 INFO    MainThread:176762 [wandb_init.py:init():621] setting up manager
2024-03-29 00:17:52,346 INFO    MainThread:176762 [backend.py:_multiprocessing_setup():105] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2024-03-29 00:17:52,347 INFO    MainThread:176762 [wandb_init.py:init():629] backend started and connected
2024-03-29 00:17:52,349 INFO    MainThread:176762 [wandb_init.py:init():721] updated telemetry
2024-03-29 00:17:52,360 INFO    MainThread:176762 [wandb_init.py:init():754] communicating run to backend with 90.0 second timeout
2024-03-29 00:17:53,062 INFO    MainThread:176762 [wandb_run.py:_on_init():2344] communicating current version
2024-03-29 00:17:53,218 INFO    MainThread:176762 [wandb_run.py:_on_init():2353] got version response 
2024-03-29 00:17:53,218 INFO    MainThread:176762 [wandb_init.py:init():805] starting run threads in backend
2024-03-29 00:17:53,384 INFO    MainThread:176762 [wandb_run.py:_console_start():2323] atexit reg
2024-03-29 00:17:53,385 INFO    MainThread:176762 [wandb_run.py:_redirect():2178] redirect: wrap_raw
2024-03-29 00:17:53,385 INFO    MainThread:176762 [wandb_run.py:_redirect():2243] Wrapping output streams.
2024-03-29 00:17:53,385 INFO    MainThread:176762 [wandb_run.py:_redirect():2268] Redirects installed.
2024-03-29 00:17:53,386 INFO    MainThread:176762 [wandb_init.py:init():848] run started, returning control to user process
2024-03-29 00:17:53,743 INFO    MainThread:176762 [wandb_watch.py:watch():51] Watching
2024-03-29 00:18:03,508 WARNING MsgRouterThr:176762 [router.py:message_loop():77] message_loop has been closed
