2024-03-29 21:36:06,632 INFO    StreamThr :85885 [internal.py:wandb_internal():86] W&B internal server running at pid: 85885, started at: 2024-03-29 21:36:06.632244
2024-03-29 21:36:06,634 DEBUG   HandlerThread:85885 [handler.py:handle_request():146] handle_request: status
2024-03-29 21:36:06,637 INFO    WriterThread:85885 [datastore.py:open_for_write():87] open: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_213606-lrvsahob/run-lrvsahob.wandb
2024-03-29 21:36:06,638 DEBUG   SenderThread:85885 [sender.py:send():379] send: header
2024-03-29 21:36:06,638 DEBUG   SenderThread:85885 [sender.py:send():379] send: run
2024-03-29 21:36:07,218 INFO    SenderThread:85885 [dir_watcher.py:__init__():211] watching files in: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_213606-lrvsahob/files
2024-03-29 21:36:07,218 INFO    SenderThread:85885 [sender.py:_start_run_threads():1124] run started: lrvsahob with start time 1711737366.632101
2024-03-29 21:36:07,223 DEBUG   HandlerThread:85885 [handler.py:handle_request():146] handle_request: check_version
2024-03-29 21:36:07,224 DEBUG   SenderThread:85885 [sender.py:send_request():406] send_request: check_version
2024-03-29 21:36:07,376 DEBUG   HandlerThread:85885 [handler.py:handle_request():146] handle_request: run_start
2024-03-29 21:36:08,616 DEBUG   HandlerThread:85885 [system_info.py:__init__():26] System info init
2024-03-29 21:36:08,616 DEBUG   HandlerThread:85885 [system_info.py:__init__():41] System info init done
2024-03-29 21:36:08,616 INFO    HandlerThread:85885 [system_monitor.py:start():194] Starting system monitor
2024-03-29 21:36:08,616 INFO    SystemMonitor:85885 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-29 21:36:08,616 INFO    HandlerThread:85885 [system_monitor.py:probe():214] Collecting system info
2024-03-29 21:36:08,617 INFO    SystemMonitor:85885 [interfaces.py:start():190] Started cpu monitoring
2024-03-29 21:36:08,618 INFO    SystemMonitor:85885 [interfaces.py:start():190] Started disk monitoring
2024-03-29 21:36:08,618 INFO    SystemMonitor:85885 [interfaces.py:start():190] Started gpu monitoring
2024-03-29 21:36:08,619 INFO    SystemMonitor:85885 [interfaces.py:start():190] Started memory monitoring
2024-03-29 21:36:08,621 INFO    SystemMonitor:85885 [interfaces.py:start():190] Started network monitoring
2024-03-29 21:36:08,634 DEBUG   HandlerThread:85885 [system_info.py:probe():150] Probing system
2024-03-29 21:36:08,663 DEBUG   HandlerThread:85885 [system_info.py:_probe_git():135] Probing git
2024-03-29 21:36:08,667 DEBUG   HandlerThread:85885 [system_info.py:_probe_git():143] Probing git done
2024-03-29 21:36:08,667 DEBUG   HandlerThread:85885 [system_info.py:probe():198] Probing system done
