2024-03-29 21:51:08,091 INFO    StreamThr :93889 [internal.py:wandb_internal():86] W&B internal server running at pid: 93889, started at: 2024-03-29 21:51:08.090938
2024-03-29 21:51:08,092 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: status
2024-03-29 21:51:08,095 INFO    WriterThread:93889 [datastore.py:open_for_write():87] open: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/run-mya3lbe4.wandb
2024-03-29 21:51:08,096 DEBUG   SenderThread:93889 [sender.py:send():379] send: header
2024-03-29 21:51:08,096 DEBUG   SenderThread:93889 [sender.py:send():379] send: run
2024-03-29 21:51:08,649 INFO    SenderThread:93889 [dir_watcher.py:__init__():211] watching files in: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/files
2024-03-29 21:51:08,650 INFO    SenderThread:93889 [sender.py:_start_run_threads():1124] run started: mya3lbe4 with start time 1711738268.090259
2024-03-29 21:51:08,656 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: check_version
2024-03-29 21:51:08,656 DEBUG   SenderThread:93889 [sender.py:send_request():406] send_request: check_version
2024-03-29 21:51:08,806 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: run_start
2024-03-29 21:51:10,018 DEBUG   HandlerThread:93889 [system_info.py:__init__():26] System info init
2024-03-29 21:51:10,018 DEBUG   HandlerThread:93889 [system_info.py:__init__():41] System info init done
2024-03-29 21:51:10,018 INFO    HandlerThread:93889 [system_monitor.py:start():194] Starting system monitor
2024-03-29 21:51:10,018 INFO    SystemMonitor:93889 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-03-29 21:51:10,018 INFO    HandlerThread:93889 [system_monitor.py:probe():214] Collecting system info
2024-03-29 21:51:10,019 INFO    SystemMonitor:93889 [interfaces.py:start():190] Started cpu monitoring
2024-03-29 21:51:10,019 INFO    SystemMonitor:93889 [interfaces.py:start():190] Started disk monitoring
2024-03-29 21:51:10,020 INFO    SystemMonitor:93889 [interfaces.py:start():190] Started gpu monitoring
2024-03-29 21:51:10,020 INFO    SystemMonitor:93889 [interfaces.py:start():190] Started memory monitoring
2024-03-29 21:51:10,021 INFO    SystemMonitor:93889 [interfaces.py:start():190] Started network monitoring
2024-03-29 21:51:10,035 DEBUG   HandlerThread:93889 [system_info.py:probe():150] Probing system
2024-03-29 21:51:10,066 DEBUG   HandlerThread:93889 [system_info.py:_probe_git():135] Probing git
2024-03-29 21:51:10,069 DEBUG   HandlerThread:93889 [system_info.py:_probe_git():143] Probing git done
2024-03-29 21:51:10,069 DEBUG   HandlerThread:93889 [system_info.py:probe():198] Probing system done
2024-03-29 21:51:10,069 DEBUG   HandlerThread:93889 [system_monitor.py:probe():223] {'os': 'Linux-5.15.146.1-microsoft-standard-WSL2-x86_64-with-glibc2.35', 'python': '3.10.12', 'heartbeatAt': '2024-03-29T18:51:10.035472', 'startedAt': '2024-03-29T18:51:08.087022', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/m4xig1/speaker_extraction_SpEx/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/m4xig1/SpExPlus_LibriSpeech.git', 'commit': '7549525b13d975704f93d722874eaa61027b4e6c'}, 'email': 'maignatov_2@edu.hse.ru', 'root': '/home/m4xig1/speaker_extraction_SpEx', 'host': 'LAPTOP-D3BKPTGE', 'username': 'm4xig1', 'executable': '/bin/python3', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2303.999, 'min': 0.0, 'max': 0.0}, 'cpu_freq_per_core': [{'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}, {'current': 2303.999, 'min': 0.0, 'max': 0.0}], 'disk': {'/': {'total': 1006.853931427002, 'used': 39.498741149902344}}, 'gpu': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3050 Ti Laptop GPU', 'memory_total': 4294967296}], 'memory': {'total': 7.601963043212891}}
2024-03-29 21:51:10,069 INFO    HandlerThread:93889 [system_monitor.py:probe():224] Finished collecting system info
2024-03-29 21:51:10,069 INFO    HandlerThread:93889 [system_monitor.py:probe():227] Publishing system info
2024-03-29 21:51:10,070 INFO    HandlerThread:93889 [system_monitor.py:probe():229] Finished publishing system info
2024-03-29 21:51:10,071 DEBUG   SenderThread:93889 [sender.py:send():379] send: files
2024-03-29 21:51:10,071 INFO    SenderThread:93889 [sender.py:_save_file():1390] saving file wandb-metadata.json with policy now
2024-03-29 21:51:10,133 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: python_packages
2024-03-29 21:51:10,133 DEBUG   SenderThread:93889 [sender.py:send_request():406] send_request: python_packages
2024-03-29 21:51:10,134 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: stop_status
2024-03-29 21:51:10,134 DEBUG   SenderThread:93889 [sender.py:send_request():406] send_request: stop_status
2024-03-29 21:51:10,369 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: internal_messages
2024-03-29 21:51:10,485 DEBUG   SenderThread:93889 [sender.py:send():379] send: telemetry
2024-03-29 21:51:10,568 DEBUG   SenderThread:93889 [sender.py:send():379] send: telemetry
2024-03-29 21:51:10,651 INFO    Thread-12 :93889 [dir_watcher.py:_on_file_created():271] file/dir created: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/files/requirements.txt
2024-03-29 21:51:10,651 INFO    Thread-12 :93889 [dir_watcher.py:_on_file_created():271] file/dir created: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/files/wandb-metadata.json
2024-03-29 21:51:10,651 INFO    Thread-12 :93889 [dir_watcher.py:_on_file_created():271] file/dir created: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/files/output.log
2024-03-29 21:51:10,730 INFO    wandb-upload_0:93889 [upload_job.py:push():131] Uploaded file /tmp/tmphui3s4hgwandb/eygrhjmx-wandb-metadata.json
2024-03-29 21:51:12,651 INFO    Thread-12 :93889 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/m4xig1/speaker_extraction_SpEx/wandb/run-20240329_215108-mya3lbe4/files/output.log
2024-03-29 21:51:14,062 DEBUG   HandlerThread:93889 [handler.py:handle_request():146] handle_request: status_report
2024-03-29 21:51:15,182 DEBUG   SenderThread:93889 [sender.py:send():379] send: exit
2024-03-29 21:51:15,182 INFO    SenderThread:93889 [sender.py:send_exit():586] handling exit code: 0
2024-03-29 21:51:15,182 INFO    SenderThread:93889 [sender.py:send_exit():588] handling runtime: 6
2024-03-29 21:51:15,184 INFO    SenderThread:93889 [sender.py:_save_file():1390] saving file wandb-summary.json with policy end
